"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease","stateLong"
"2020-10-07","OK","A+",1075,NA,9,NA,6929,6929,738,113,NA,258,1196271,9556,NA,NA,1196271,NA,NA,94352,94352,1006,0,4185,NA,NA,NA,105881,80211,NA,0,1290623,10562,80939,NA,NA,NA,NA,0,1305146,10614,"Oklahoma"
"2020-10-07","OR","A+",583,NA,2,NA,2705,2705,197,25,NA,39,682934,4876,NA,NA,682934,NA,14,35634,33843,294,0,NA,NA,NA,NA,NA,5870,NA,0,718568,5170,NA,NA,NA,NA,716777,5144,NA,0,"Oregon"
"2020-10-07","PA","A+",8272,NA,28,NA,NA,NA,657,0,NA,NA,1967542,15550,NA,NA,NA,NA,80,166552,160772,1309,0,NA,NA,NA,NA,NA,134907,NA,0,2134094,16859,NA,NA,NA,NA,2128314,16732,3204550,38925,"Pennsylvania"
"2020-10-07","PR","B",705,528,9,177,NA,NA,325,0,NA,51,305972,0,NA,NA,303412,NA,36,51768,25658,31,0,26110,NA,NA,NA,7002,22346,NA,0,357740,31,NA,NA,NA,NA,NA,0,310546,0,NA
"2020-10-07","RI","A+",1126,NA,1,NA,2873,2873,107,24,NA,10,331574,3089,NA,NA,802615,NA,5,25776,25776,180,0,NA,NA,NA,NA,35867,2402,838482,10468,838482,10468,NA,NA,NA,NA,357350,3269,NA,0,"Rhode Island"
"2020-10-07","SC","A+",3502,3300,31,202,9392,9392,707,61,NA,183,1256891,6725,65678,NA,1211792,NA,93,153705,148334,735,0,7422,11623,NA,NA,193433,75768,NA,0,1410596,7460,73100,60381,NA,NA,NA,0,1405225,7259,"South Carolina"
"2020-10-07","SD","A",258,NA,10,NA,1697,1697,273,27,NA,NA,182874,6273,NA,NA,NA,NA,NA,25906,25433,1030,0,NA,NA,NA,NA,NA,21137,NA,0,208780,7303,NA,NA,NA,NA,208780,7303,309841,15234,"South Dakota"
"2020-10-07","TN","A+",2642,2530,21,112,9035,9035,1155,59,NA,319,2855088,20181,NA,NA,2810943,NA,151,207455,198405,2080,0,NA,NA,NA,NA,242550,188576,NA,0,3062543,22261,NA,NA,NA,NA,NA,0,3053493,21963,"Tennessee"
"2020-10-07","TX","A",16230,NA,119,NA,NA,NA,3519,0,NA,1052,5886884,24071,NA,NA,NA,NA,NA,777556,777556,4121,0,38678,13079,NA,NA,NA,692123,NA,0,6664440,28192,422880,145110,NA,NA,NA,0,6664440,28192,"Texas"
"2020-10-07","UT","A+",496,NA,8,NA,4113,4113,233,55,941,87,774466,1243,NA,NA,1042333,371,NA,80446,80446,1007,0,NA,2507,NA,2371,87486,59289,NA,0,1129819,12188,NA,40491,NA,21669,854912,2250,1129819,12188,"Utah"
"2020-10-07","VA","A+",3303,3088,12,215,19192,19192,1003,154,NA,228,2024851,15670,NA,NA,NA,NA,109,153691,145462,509,0,NA,NA,NA,NA,174072,18189,2170313,16145,2170313,16145,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-10-07","VI","D",20,20,0,NA,NA,NA,NA,0,NA,NA,20273,118,NA,NA,NA,NA,NA,1321,NA,-1,0,NA,NA,NA,NA,NA,1286,NA,0,21594,117,NA,NA,NA,NA,NA,0,21630,123,NA
"2020-10-07","VT","B",58,58,0,NA,NA,NA,1,0,NA,NA,166194,574,NA,NA,NA,NA,NA,1827,1827,6,0,NA,NA,NA,NA,NA,1635,NA,0,307410,1320,NA,NA,NA,NA,168021,580,307410,1320,"Vermont"
"2020-10-07","WA","B",2165,2165,7,NA,7673,7673,253,51,NA,NA,1870404,9273,NA,NA,NA,NA,31,90663,90663,387,0,NA,NA,NA,NA,NA,NA,1961067,9660,1961067,9660,NA,NA,NA,NA,NA,0,NA,0,"Washington"
"2020-10-07","WI","A+",1426,1415,16,11,7951,7951,873,141,1233,219,1493304,11188,NA,NA,NA,NA,NA,146193,138698,2463,0,NA,NA,NA,NA,NA,111765,2538419,27346,2538419,27346,NA,NA,NA,NA,1632002,13507,NA,0,"Wisconsin"
"2020-10-07","WV","B",369,364,5,5,NA,NA,168,0,NA,62,586206,3589,NA,NA,NA,NA,28,17139,16596,203,0,NA,NA,NA,NA,NA,12443,NA,0,603345,3792,17671,NA,NA,NA,NA,0,602802,3762,"West Virginia"
"2020-10-07","WY","B",53,NA,0,NA,305,305,47,1,NA,NA,100946,1034,NA,NA,173101,NA,NA,6899,5866,129,0,NA,NA,NA,NA,5722,5504,NA,0,107845,1163,NA,NA,NA,NA,106812,1149,178824,2225,"Wyoming"
"2020-10-06","AK","A",58,58,0,NA,NA,NA,45,0,NA,NA,469787,0,NA,NA,470291,NA,6,9587,9587,0,0,NA,NA,NA,NA,8790,5455,NA,0,479374,0,NA,NA,NA,NA,NA,0,479374,0,"Alaska"
"2020-10-06","AL","A",2580,2436,21,144,17699,17699,764,0,1862,NA,1031293,4702,NA,NA,NA,1056,NA,160477,141554,764,0,NA,NA,NA,NA,NA,67948,NA,0,1172847,5334,NA,NA,59331,NA,NA,0,1172847,5334,"Alabama"
"2020-10-06","AR","A+",1447,1299,0,148,5658,5658,523,72,NA,237,1003441,7995,NA,NA,1003441,701,99,88071,84230,641,0,NA,3300,NA,4228,NA,79052,NA,0,1087671,8527,NA,21856,NA,23346,NA,0,1087671,8527,"Arkansas"
"2020-10-06","AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0,NA
"2020-10-06","AZ","A+",5713,5427,6,286,19987,19987,665,-2316,NA,138,1294273,7733,NA,NA,NA,NA,65,221934,217154,864,0,NA,NA,NA,NA,NA,36167,NA,0,1511427,8554,297900,NA,NA,NA,1511427,8554,NA,0,"Arizona"
"2020-10-06","CA","B",16177,NA,28,NA,NA,NA,3175,0,NA,809,14601960,127063,NA,NA,NA,NA,NA,828461,828461,1677,0,NA,NA,NA,NA,NA,NA,NA,0,15430421,128740,NA,NA,NA,NA,NA,0,15430421,128740,"California"
"2020-10-06","CO","A",1968,NA,0,NA,7693,7693,325,20,NA,NA,889084,6341,158899,NA,NA,NA,NA,73537,68449,461,0,11998,NA,NA,NA,NA,6655,1444262,13722,1444262,13722,170897,NA,NA,NA,957533,6774,NA,0,"Colorado"
"2020-10-06","CT","B",4521,3623,4,898,11699,11699,129,0,NA,NA,1685193,17592,NA,NA,NA,NA,NA,59241,56829,121,0,NA,NA,NA,NA,NA,9408,NA,0,1744434,17713,NA,NA,NA,NA,NA,0,1742022,17714,"Connecticut"
"2020-10-06","DC","A+",631,NA,0,NA,NA,NA,105,0,NA,30,394377,8356,NA,NA,NA,NA,15,15652,NA,105,0,NA,NA,NA,NA,NA,12350,410029,8461,410029,8461,NA,NA,NA,NA,222724,2812,NA,0,"District of Columbia"
"2020-10-06","DE","A+",646,566,1,80,NA,NA,87,0,NA,20,276047,1575,NA,NA,NA,NA,NA,21466,20392,103,0,NA,NA,NA,NA,23951,10990,452026,3681,452026,3681,NA,NA,NA,NA,297513,1678,NA,0,"Delaware"
"2020-10-06","FL","A",14945,14945,59,NA,45519,45519,2151,237,NA,NA,4713453,18644,478794,467286,6764112,NA,NA,711358,692335,2201,0,49819,NA,48639,NA,927148,NA,8350705,42993,8350705,42993,528773,NA,516042,NA,5419343,20855,7734181,35706,"Florida"
"2020-10-06","GA","A",7229,NA,37,NA,29154,29154,1779,167,5405,NA,2720142,11099,NA,NA,2740391,NA,NA,324650,324650,936,0,25968,NA,NA,NA,304401,NA,NA,0,3044792,12035,306996,NA,NA,NA,NA,0,3044792,12035,"Georgia"
"2020-10-06","GU","B",55,NA,0,NA,NA,NA,42,0,NA,14,50198,586,NA,NA,NA,NA,NA,2814,2814,61,0,3,4,NA,NA,NA,1922,NA,0,53012,647,191,7,NA,NA,53012,649,53007,646,NA
"2020-10-06","HI","B",157,NA,1,NA,889,889,128,0,NA,39,293987,866,NA,NA,NA,NA,29,13041,12854,50,0,NA,NA,NA,NA,12819,10470,433154,1750,433154,1750,NA,NA,NA,NA,306841,916,438212,1750,"Hawaii"
"2020-10-06","IA","A+",1400,NA,11,NA,NA,NA,413,0,NA,104,700909,2355,NA,57083,NA,NA,43,89934,89934,474,0,NA,NA,3515,3629,NA,72273,NA,0,790843,2829,NA,NA,60637,35866,792418,2842,NA,0,"Iowa"
"2020-10-06","ID","A",487,447,5,40,1911,1911,151,8,466,36,279814,1369,NA,NA,NA,NA,NA,44422,40131,458,0,NA,NA,NA,NA,NA,23115,NA,0,319945,1778,NA,NA,NA,NA,319945,1778,NA,0,"Idaho"
"2020-10-06","IL","A",9085,8836,31,249,NA,NA,1673,0,NA,384,5669458,47896,NA,NA,NA,NA,159,307750,305011,1617,0,NA,NA,NA,NA,NA,NA,NA,0,5977208,49513,NA,NA,NA,NA,NA,0,5974469,49513,"Illinois"
"2020-10-06","IN","A+",3711,3484,30,227,13324,13324,1138,85,2658,333,1305273,6074,NA,NA,NA,NA,103,126946,NA,970,0,NA,NA,NA,NA,129432,98988,NA,0,2258611,31776,NA,NA,NA,NA,1432219,7044,2258611,31776,"Indiana"
"2020-10-06","KS","A+",706,NA,0,NA,3036,3036,352,0,827,103,478398,0,NA,NA,NA,261,33,62708,NA,0,0,NA,NA,NA,NA,NA,2165,NA,0,541106,0,NA,NA,NA,NA,541106,0,NA,0,"Kansas"
"2020-10-06","KY","B",1218,1206,4,12,5622,5622,592,65,1545,150,1401560,11440,NA,NA,NA,NA,NA,74194,64350,1036,0,NA,NA,NA,NA,NA,12751,NA,0,1465910,12132,58880,27877,NA,NA,NA,0,1465910,12132,"Kentucky"
"2020-10-06","LA","A",5592,5402,6,190,NA,NA,567,0,NA,NA,2233311,12228,NA,NA,NA,NA,71,170469,169044,532,0,NA,NA,NA,NA,NA,154163,NA,0,2403780,12760,NA,NA,NA,NA,2402355,12760,NA,0,"Louisiana"
"2020-10-06","MA","A+",9538,9323,8,215,12775,12775,494,20,NA,85,2197297,12331,NA,NA,NA,NA,31,135957,133359,495,0,NA,NA,NA,NA,174382,113768,NA,0,4416428,45378,NA,NA,121620,141849,2330656,12785,4416428,45378,"Massachusetts"
"2020-10-06","MD","A",3967,3823,6,144,15791,15791,360,46,NA,88,1547023,6497,NA,123287,NA,NA,NA,128204,128204,413,0,NA,NA,11906,NA,153621,7661,NA,0,2752546,17746,NA,NA,135193,NA,1675227,6910,2752546,17746,"Maryland"
"2020-10-06","ME","A+",142,141,0,1,457,457,7,3,NA,1,463655,2518,9952,NA,461455,NA,0,5565,4983,20,0,528,NA,NA,NA,6877,4839,NA,0,469220,2538,10494,NA,NA,NA,NA,0,468638,2538,"Maine"
"2020-10-06","MI","A+",7161,6838,22,323,NA,NA,678,0,NA,158,3701084,24983,NA,NA,3701084,NA,75,143878,129826,1152,0,NA,NA,NA,NA,179886,99521,NA,0,3844962,26135,300923,NA,NA,NA,NA,0,3880970,25864,"Michigan"
"2020-10-06","MN","A",2140,2087,4,53,8020,8020,367,80,2212,123,1396996,7618,NA,NA,NA,NA,NA,105740,105740,941,0,NA,NA,NA,NA,NA,95614,2182970,13184,2182970,13184,NA,NA,NA,NA,1502736,8559,NA,0,"Minnesota"
"2020-10-06","MO","B",2200,NA,26,NA,NA,NA,1249,0,NA,NA,1232556,7306,74665,71709,1789896,NA,NA,134583,134583,1165,0,3912,3369,3618,NA,153132,NA,NA,0,1946604,16518,78709,15458,67764,11216,1367139,8471,1946604,16518,"Missouri"
"2020-10-06","MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15121,0,NA,NA,NA,NA,NA,75,75,0,0,NA,NA,NA,NA,NA,29,NA,0,15196,0,NA,NA,NA,NA,15196,0,20709,0,NA
"2020-10-06","MS","A+",3013,2765,0,248,6053,6053,554,0,NA,128,704655,0,NA,NA,NA,NA,64,100703,92313,0,0,95,NA,NA,NA,NA,90577,NA,0,805358,0,40048,66989,NA,NA,NA,0,796968,0,"Mississippi"
"2020-10-06","MT","C",192,NA,2,NA,773,773,216,19,NA,NA,357373,2245,NA,NA,NA,NA,NA,15347,15347,500,0,NA,NA,NA,NA,NA,10172,NA,0,372720,2745,NA,NA,NA,NA,NA,0,372720,2745,"Montana"
"2020-10-06","NC","A+",3670,3639,33,31,NA,NA,1013,0,NA,290,2995428,21266,NA,NA,NA,NA,NA,221258,215477,1504,0,NA,NA,NA,NA,NA,192644,NA,0,3216686,22770,NA,4508,NA,NA,NA,0,3210905,22534,"North Carolina"
"2020-10-06","ND","B",217,213,26,4,968,968,116,29,233,27,225723,933,9487,NA,NA,NA,NA,24364,24364,502,0,471,NA,NA,NA,NA,20392,648406,5737,648406,5737,9958,NA,NA,NA,250087,1435,673003,6072,"North Dakota"
"2020-10-06","NE","A",503,NA,2,NA,2407,2407,271,10,NA,NA,432754,3609,NA,NA,604432,NA,NA,48259,48259,452,0,NA,NA,NA,NA,57938,34830,NA,0,663598,8067,NA,NA,NA,NA,481328,4062,663598,8067,"Nebraska"
"2020-10-06","NH","B",446,NA,2,NA,743,743,20,0,236,NA,274740,1761,NA,NA,NA,NA,NA,8731,8731,51,0,NA,NA,NA,NA,NA,7785,NA,0,469392,3514,32059,NA,31302,NA,283471,812,469392,3514,"New Hampshire"
"2020-10-06","NJ","A+",16147,14360,9,1787,23577,23577,553,0,NA,126,3549345,0,NA,NA,NA,NA,43,209342,209342,629,0,NA,NA,NA,NA,NA,35102,NA,0,3758687,629,NA,NA,NA,NA,NA,0,3758058,0,"New Jersey"
"2020-10-06","NM","C",894,NA,2,NA,3581,3581,97,20,NA,NA,923964,6496,NA,NA,NA,NA,NA,30632,30632,155,0,NA,NA,NA,NA,NA,17330,NA,0,954596,6651,NA,NA,NA,NA,NA,0,954596,6651,"New Mexico"
"2020-10-06","NV","A+",1629,NA,6,NA,NA,NA,485,0,NA,125,635816,1689,NA,NA,NA,NA,69,82916,82916,479,0,NA,NA,NA,NA,NA,2242,1063694,7635,1063694,7635,NA,NA,NA,NA,717439,1983,1092912,3855,"Nevada"
"2020-10-06","NY","B",25536,NA,9,NA,89995,89995,705,0,NA,158,10926475,94966,NA,NA,NA,NA,72,466908,466908,1393,0,NA,NA,NA,NA,NA,77192,11393383,96359,11393383,96359,NA,NA,NA,NA,NA,0,NA,0,"New York"
"2020-10-06","OH","A+",4947,4638,16,309,15972,15972,777,132,3367,207,3266673,38451,NA,NA,NA,NA,103,161299,151983,1335,0,NA,NA,NA,NA,NA,138807,NA,0,3427972,39786,NA,NA,NA,NA,NA,0,3418656,39673,"Ohio"
"2020-10-06","OK","A+",1066,NA,11,NA,6816,6816,699,142,NA,228,1186715,29641,NA,NA,1186715,NA,NA,93346,93346,1364,0,4185,NA,NA,NA,104865,79219,NA,0,1280061,31005,80939,NA,NA,NA,NA,0,1294532,32219,"Oklahoma"
"2020-10-06","OR","A+",581,NA,9,NA,2680,2680,178,23,NA,55,678058,4095,NA,NA,678058,NA,18,35340,33575,291,0,NA,NA,NA,NA,NA,5870,NA,0,713398,4386,NA,NA,NA,NA,711633,4341,NA,0,"Oregon"
"2020-10-06","PA","A+",8244,NA,17,NA,NA,NA,633,0,NA,NA,1951992,11040,NA,NA,NA,NA,74,165243,159590,1036,0,NA,NA,NA,NA,NA,135499,NA,0,2117235,12076,NA,NA,NA,NA,2111582,11967,3165625,26043,"Pennsylvania"
"2020-10-06","PR","C",696,519,1,177,NA,NA,322,0,NA,61,305972,0,NA,NA,303412,NA,33,51737,25635,432,0,26102,NA,NA,NA,7002,NA,NA,0,357709,432,NA,NA,NA,NA,NA,0,310546,0,NA
"2020-10-06","RI","A+",1125,NA,4,NA,2849,2849,93,14,NA,8,328485,2643,NA,NA,792349,NA,4,25596,25596,177,0,NA,NA,NA,NA,35665,2393,828014,7709,828014,7709,NA,NA,NA,NA,354081,2820,NA,0,"Rhode Island"
"2020-10-06","SC","A+",3471,3275,15,196,9331,9331,655,48,NA,167,1250166,13219,65534,NA,1205239,NA,87,152970,147800,811,0,7359,11303,NA,NA,192727,74949,NA,0,1403136,14030,72893,58125,NA,NA,NA,0,1397966,13903,"South Carolina"
"2020-10-06","SD","A",248,NA,0,NA,1670,1670,250,28,NA,NA,176601,756,NA,NA,NA,NA,NA,24876,NA,278,0,NA,NA,NA,NA,NA,20449,NA,0,201477,1034,NA,NA,NA,NA,201477,1034,294607,2838,"South Dakota"
"2020-10-06","TN","A+",2621,2511,24,110,8976,8976,1115,53,NA,302,2834907,23942,NA,NA,2790974,NA,143,205375,196623,1676,0,NA,NA,NA,NA,240556,187026,NA,0,3040282,25618,NA,NA,NA,NA,NA,0,3031530,25345,"Tennessee"
"2020-10-06","TX","A",16111,NA,78,NA,NA,NA,3394,0,NA,1080,5862813,60439,NA,NA,NA,NA,NA,773435,773435,4132,0,38448,12908,NA,NA,NA,687277,NA,0,6636248,64571,421087,143766,NA,NA,NA,0,6636248,64571,"Texas"
"2020-10-06","UT","A+",488,NA,6,NA,4058,4058,245,39,937,79,773223,3188,NA,NA,1031373,370,NA,79439,79439,716,0,NA,2371,NA,2242,86258,58534,NA,0,1117631,10769,NA,38427,NA,20689,852662,3904,1117631,10769,"Utah"
"2020-10-06","VA","A+",3291,3077,15,214,19038,19038,926,220,NA,219,2009181,13629,NA,NA,NA,NA,104,153182,144987,625,0,NA,NA,NA,NA,173202,18112,2154168,14177,2154168,14177,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-10-06","VI","D",20,20,0,NA,NA,NA,NA,0,NA,NA,20155,0,NA,NA,NA,NA,NA,1322,NA,0,0,NA,NA,NA,NA,NA,1283,NA,0,21477,0,NA,NA,NA,NA,NA,0,21507,0,NA
"2020-10-06","VT","B",58,58,0,NA,NA,NA,1,0,NA,NA,165620,-69,NA,NA,NA,NA,NA,1821,1821,4,0,NA,NA,NA,NA,NA,1632,NA,0,306090,902,NA,NA,NA,NA,167441,-65,306090,902,"Vermont"
"2020-10-06","WA","B",2158,2158,16,NA,7622,7622,253,-6,NA,NA,1861131,15106,NA,NA,NA,NA,31,90276,90276,402,0,NA,NA,NA,NA,NA,NA,1951407,15508,1951407,15508,NA,NA,NA,NA,NA,0,NA,0,"Washington"
"2020-10-06","WI","A+",1410,1399,18,11,7810,7810,853,108,1225,261,1482116,9539,NA,NA,NA,NA,NA,143730,136379,2075,0,NA,NA,NA,NA,NA,110110,2511073,23124,2511073,23124,NA,NA,NA,NA,1618495,11559,NA,0,"Wisconsin"
"2020-10-06","WV","B",364,359,3,5,NA,NA,168,0,NA,65,582617,2828,NA,NA,NA,NA,35,16936,16423,194,0,NA,NA,NA,NA,NA,12242,NA,0,599553,3022,17644,NA,NA,NA,NA,0,599040,3000,"West Virginia"
"2020-10-06","WY","B",53,NA,0,NA,304,304,44,10,NA,NA,99912,379,NA,NA,170947,NA,NA,6770,5751,141,0,NA,NA,NA,NA,5651,5418,NA,0,106682,520,NA,NA,NA,NA,105663,470,176599,929,"Wyoming"
"2020-10-05","AK","A",58,58,0,NA,NA,NA,45,0,NA,NA,469787,2345,NA,NA,470291,NA,6,9587,9587,211,0,NA,NA,NA,NA,8790,5455,NA,0,479374,2556,NA,NA,NA,NA,NA,0,479374,2556,"Alaska"
"2020-10-05","AL","A",2559,2417,1,142,17699,17699,791,279,1847,NA,1026591,4518,NA,NA,NA,1047,NA,159713,140922,544,0,NA,NA,NA,NA,NA,67948,NA,0,1167513,4995,NA,NA,59283,NA,NA,0,1167513,4995,"Alabama"
"2020-10-05","AR","A+",1447,1299,22,148,5586,5586,516,36,NA,233,995446,6409,NA,NA,995446,696,93,87430,83698,417,0,NA,3300,NA,4109,NA,79052,NA,0,1079144,6801,NA,21856,NA,22028,NA,0,1079144,6801,"Arkansas"
"2020-10-05","AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0,NA
"2020-10-05","AZ","A+",5707,5423,1,284,22303,22303,567,9,NA,134,1286540,6436,NA,NA,NA,NA,57,221070,216333,316,0,NA,NA,NA,NA,NA,36007,NA,0,1502873,6742,297329,NA,NA,NA,1502873,6742,NA,0,"Arizona"
"2020-10-05","CA","B",16149,NA,29,NA,NA,NA,3146,0,NA,805,14474897,138339,NA,NA,NA,NA,NA,826784,826784,3055,0,NA,NA,NA,NA,NA,NA,NA,0,15301681,141394,NA,NA,NA,NA,NA,0,15301681,141394,"California"
"2020-10-05","CO","A",1968,NA,0,NA,7673,7673,303,7,NA,NA,882743,7903,158572,NA,NA,NA,NA,73076,68016,521,0,11967,NA,NA,NA,NA,6635,1430540,16204,1430540,16204,170539,NA,NA,NA,950759,8420,NA,0,"Colorado"
"2020-10-05","CT","B",4517,3619,4,898,11699,11699,129,0,NA,NA,1667601,49488,NA,NA,NA,NA,NA,59120,56707,823,0,NA,NA,NA,NA,NA,9408,NA,0,1726721,50311,NA,NA,NA,NA,NA,0,1724308,50333,"Connecticut"
"2020-10-05","DC","A+",631,NA,0,NA,NA,NA,95,0,NA,28,386021,1715,NA,NA,NA,NA,12,15547,NA,28,0,NA,NA,NA,NA,NA,12306,401568,1743,401568,1743,NA,NA,NA,NA,219912,523,NA,0,"District of Columbia"
"2020-10-05","DE","A+",645,565,0,80,NA,NA,81,0,NA,20,274472,1626,NA,NA,NA,NA,NA,21363,20287,120,0,NA,NA,NA,NA,23850,10880,448345,5425,448345,5425,NA,NA,NA,NA,295835,1746,NA,0,"Delaware"
"2020-10-05","FL","A",14886,14886,41,NA,45282,45282,2118,67,NA,NA,4694809,14394,478794,467286,6731612,NA,NA,709157,690604,1406,0,49819,NA,48639,NA,924053,NA,8307712,35365,8307712,35365,528773,NA,516042,NA,5398488,36162,7698475,29364,"Florida"
"2020-10-05","GA","A",7192,NA,30,NA,28987,28987,1822,29,5370,NA,2709043,13350,NA,NA,2729155,NA,NA,323714,323714,789,0,25963,NA,NA,NA,303602,NA,NA,0,3032757,14139,306927,NA,NA,NA,NA,0,3032757,14139,"Georgia"
"2020-10-05","GU","B",55,NA,3,NA,NA,NA,33,0,NA,13,49612,555,NA,NA,NA,NA,NA,2753,2751,54,0,3,2,NA,NA,NA,1895,NA,0,52365,609,189,2,NA,NA,52363,609,52361,1247,NA
"2020-10-05","HI","B",156,NA,3,NA,889,889,128,4,NA,39,293121,1893,NA,NA,NA,NA,29,12991,12804,70,0,NA,NA,NA,NA,12770,10446,431404,3561,431404,3561,NA,NA,NA,NA,305925,1963,436462,3751,"Hawaii"
"2020-10-05","IA","A+",1389,NA,7,NA,NA,NA,389,0,NA,99,698554,2083,NA,56852,NA,NA,43,89460,89460,364,0,NA,NA,3497,3526,NA,71920,NA,0,788014,2447,NA,NA,60388,34953,789576,2449,NA,0,"Iowa"
"2020-10-05","ID","A",482,442,2,40,1903,1903,152,3,466,49,278445,1569,NA,NA,NA,NA,NA,43964,39722,262,0,NA,NA,NA,NA,NA,22930,NA,0,318167,1797,NA,NA,NA,NA,318167,1797,NA,0,"Idaho"
"2020-10-05","IL","A",9054,8805,14,249,NA,NA,1631,0,NA,382,5621562,36685,NA,NA,NA,NA,155,306133,303394,1853,0,NA,NA,NA,NA,NA,NA,NA,0,5927695,38538,NA,NA,NA,NA,NA,0,5924956,38538,"Illinois"
"2020-10-05","IN","A+",3681,3454,7,227,13239,13239,1019,91,2640,308,1299199,6282,NA,NA,NA,NA,103,125976,NA,830,0,NA,NA,NA,NA,127617,98127,NA,0,2226835,6242,NA,NA,NA,NA,1425175,7112,2226835,6242,"Indiana"
"2020-10-05","KS","A+",706,NA,8,NA,3036,3036,352,53,827,103,478398,8392,NA,NA,NA,261,33,62708,NA,1597,0,NA,NA,NA,NA,NA,2165,NA,0,541106,9989,NA,NA,NA,NA,541106,9989,NA,0,"Kansas"
"2020-10-05","KY","B",1214,1202,5,12,5557,5557,563,195,1540,145,1390120,18265,NA,NA,NA,NA,NA,73158,63658,541,0,NA,NA,NA,NA,NA,12445,NA,0,1453778,19254,58800,27129,NA,NA,NA,0,1453778,19254,"Kentucky"
"2020-10-05","LA","A",5586,5396,9,190,NA,NA,547,0,NA,NA,2221083,7132,NA,NA,NA,NA,71,169937,168512,218,0,NA,NA,NA,NA,NA,154163,NA,0,2391020,7350,NA,NA,NA,NA,2389595,7350,NA,0,"Louisiana"
"2020-10-05","MA","A+",9530,9315,20,215,12755,12755,473,6,NA,88,2184966,10800,NA,NA,NA,NA,33,135462,132905,515,0,NA,NA,NA,NA,173830,113768,NA,0,4371050,36549,NA,NA,121464,139854,2317871,11265,4371050,36549,"Massachusetts"
"2020-10-05","MD","A",3961,3817,3,144,15745,15745,338,40,NA,85,1540526,7969,NA,123287,NA,NA,NA,127791,127791,501,0,NA,NA,11906,NA,153142,7657,NA,0,2734800,19570,NA,NA,135193,NA,1668317,8470,2734800,19570,"Maryland"
"2020-10-05","ME","A+",142,141,0,1,454,454,10,0,NA,1,461137,17315,9945,NA,458935,NA,1,5545,4963,26,0,528,NA,NA,NA,6860,4807,NA,0,466682,17341,10487,NA,NA,NA,NA,0,466100,17378,"Maine"
"2020-10-05","MI","A+",7139,6816,15,323,NA,NA,678,0,NA,158,3676101,53098,NA,NA,3676101,NA,67,142726,128923,1455,0,NA,NA,NA,NA,179005,99521,NA,0,3818827,54553,299146,NA,NA,NA,NA,0,3855106,55071,"Michigan"
"2020-10-05","MN","A",2136,2083,3,53,7940,7940,367,53,2189,123,1389378,12985,NA,NA,NA,NA,NA,104799,104799,973,0,NA,NA,NA,NA,NA,94416,2169786,23375,2169786,23375,NA,NA,NA,NA,1494177,13958,NA,0,"Minnesota"
"2020-10-05","MO","B",2174,NA,1,NA,NA,NA,1201,0,NA,NA,1225250,6936,74599,71709,1774689,NA,NA,133418,133418,987,0,3893,3311,3618,NA,151860,NA,NA,0,1930086,13339,78620,15027,67695,10968,1358668,7923,1930086,13339,"Missouri"
"2020-10-05","MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15121,9,NA,NA,NA,NA,NA,75,75,2,0,NA,NA,NA,NA,NA,29,NA,0,15196,11,NA,NA,NA,NA,15196,14,20709,290,NA
"2020-10-05","MS","A+",3013,2765,0,248,6053,6053,554,78,NA,128,704655,65812,NA,NA,NA,NA,64,100703,92313,215,0,95,NA,NA,NA,NA,90577,NA,0,805358,66027,40048,66989,NA,NA,NA,0,796968,68449,"Mississippi"
"2020-10-05","MT","C",190,NA,3,NA,754,754,201,10,NA,NA,355128,12350,NA,NA,NA,NA,NA,14847,14847,212,0,NA,NA,NA,NA,NA,9649,NA,0,369975,12562,NA,NA,NA,NA,NA,0,369975,12562,"Montana"
"2020-10-05","NC","A+",3637,3606,3,31,NA,NA,971,0,NA,274,2974162,30690,NA,NA,NA,NA,NA,219754,214209,2258,0,NA,NA,NA,NA,NA,192644,NA,0,3193916,32948,NA,4175,NA,NA,NA,0,3188371,32938,"North Carolina"
